Region,Date,Monitored CAP in MW,Generation / Today's Program,Generation / Today's Actual,Generation / FY YTD Program,Generation / FY YTD Actual,Coal Stock in Days,CAP under outage,Outage Date,Expected Date / Sync Date,Remarks
NORTH EASTERN,2020-02-12,4264.305,44.81999999999999,37.21,17389.839999999997,16014.619999999999,,1269.43,,,
BHUTAN IMP.,2020-02-12,0,7.97,3.0500000000000003,5866.640000000003,5694.049999999999,,0,,,
NORTHERN,2020-02-13,69213.53,809.7700000000002,738.04,293638.2099999997,275704.1500000001,,23131.499999999985,,,
WESTERN,2020-02-13,104854.48999999999,1356.2099999999998,1474.6800000000005,431446.14999999985,415422.65,,29192.85,,,
SOUTHERN,2020-02-13,63342.465,766.8299999999997,746.81,234478.79000000015,214998.81999999986,,19371.565000000002,,,
EASTERN,2020-02-13,40927.49799999999,521.9999999999998,558.8600000000002,178275.79999999996,170364.87000000005,,10460.75,,,
NORTH EASTERN,2020-02-13,4264.305,44.81999999999999,38.03999999999999,17434.660000000003,16052.660000000003,,1259.4650000000001,,,
BHUTAN IMP.,2020-02-13,0,7.97,2.95,5874.610000000002,5697,,0,,,
NORTHERN,2020-02-14,69213.53,809.7700000000002,732.7299999999998,294447.98000000004,276436.87999999995,,23236.499999999985,,,
WESTERN,2020-02-14,104854.48999999999,1356.2599999999998,1467.69,432802.4100000001,416890.3400000001,,29477.85,,,
SOUTHERN,2020-02-14,63342.465,766.8299999999997,771.07,235245.6200000002,215769.89000000007,,19457.865000000005,,,
EASTERN,2020-02-14,40927.49799999999,521.9999999999998,563.3500000000001,178797.79999999993,170928.22,,10460.75,,,
NORTH EASTERN,2020-02-14,4264.305,44.81999999999999,39.27000000000001,17479.480000000003,16091.93,,1503.465,,,
BHUTAN IMP.,2020-02-14,0,7.97,3.17,5882.580000000004,5700.17,,0,,,
NORTHERN,2020-02-15,69213.53,813.8600000000002,744.9999999999999,295261.8399999998,277181.88000000006,,22470.499999999985,,,
WESTERN,2020-02-15,104854.48999999999,1350.0499999999997,1490.2199999999993,434152.4599999998,418380.5599999998,,30067.85,,,
SOUTHERN,2020-02-15,63342.465,771.2999999999997,767.89,236016.92000000007,216537.78000000003,,18354.165000000005,,,
EASTERN,2020-02-15,40927.49799999999,521.9999999999998,545.3899999999998,179319.79999999996,171473.60999999993,,11410.75,,,
NORTH EASTERN,2020-02-15,4264.305,44.31999999999999,38.17,17523.800000000003,16130.100000000002,,1497,,,
BHUTAN IMP.,2020-02-15,0,7.97,3.08,5890.550000000003,5703.25,,0,,,
NORTHERN,2020-02-16,69213.53,811.9600000000003,727.5100000000004,296073.8,277909.3900000001,,24041.499999999985,,,
WESTERN,2020-02-16,104854.48999999999,1354.4099999999999,1419.59,435506.86999999994,419800.14999999985,,30742.85,,,
SOUTHERN,2020-02-16,63342.465,771.2999999999997,715.6200000000002,236788.22,217253.40000000017,,19192.465,,,
EASTERN,2020-02-16,40927.49799999999,523.2099999999997,537.6199999999999,179843.0099999999,172011.22999999984,,11007.75,,,
NORTH EASTERN,2020-02-16,4264.305,44.31999999999999,36.00999999999999,17568.120000000003,16166.110000000004,,1517,,,
BHUTAN IMP.,2020-02-16,0,7.97,3.0700000000000003,5898.520000000004,5706.32,,0,,,
NORTHERN,2020-02-17,69213.53,811.9600000000003,734.7600000000003,296885.76000000007,278644.15,,24211.499999999985,,,
WESTERN,2020-02-17,104854.48999999999,1354.4099999999999,1460.9099999999987,436861.28000000014,421261.0599999998,,28542.85,,,
SOUTHERN,2020-02-17,63342.465,771.2999999999997,740.8400000000003,237559.52000000025,217994.23999999993,,18307.665000000005,,,
EASTERN,2020-02-17,40927.49799999999,523.2099999999997,562.3899999999998,180366.21999999988,172573.62,,9392.75,,,
NORTH EASTERN,2020-02-17,4264.305,44.31999999999999,36.599999999999994,17612.44000000001,16202.710000000006,,1474.695,,,
BHUTAN IMP.,2020-02-17,0,7.97,2.77,5906.490000000003,5709.09,,0,,,
NORTHERN,2020-02-18,69213.53,811.8900000000002,753.61,297697.65000000014,279397.7599999997,,23508.169999999984,,,
WESTERN,2020-02-18,104854.48999999999,1356.0499999999997,1504.560000000001,438217.3299999998,422765.6199999999,,28522.85,,,
SOUTHERN,2020-02-18,63342.465,771.2999999999997,766.7899999999992,238330.82000000012,218761.0299999999,,18207.665000000005,,,
EASTERN,2020-02-18,40927.49799999999,523.2099999999997,575.2099999999997,180889.42999999993,173148.82999999987,,9478.75,,,
NORTH EASTERN,2020-02-18,4264.305,44.31999999999999,37.269999999999996,17656.760000000002,16239.979999999998,,1508.695,,,
BHUTAN IMP.,2020-02-18,0,7.97,4.53,5914.460000000005,5713.62,,0,,,
NORTHERN,2020-02-19,69213.53,809.3900000000002,729.6200000000001,298507.04,280127.3800000001,,25325.169999999984,,,
WESTERN,2020-02-19,104854.48999999999,1356.0499999999997,1534.5000000000002,439573.3799999997,424300.1199999998,,28542.85,,,
SOUTHERN,2020-02-19,63342.465,767.6899999999998,779.2299999999996,239098.50999999992,219540.26000000007,,18562.665000000005,,,
EASTERN,2020-02-19,40927.49799999999,523.2099999999997,573.0300000000001,181412.64,173721.85999999996,,9366.75,,,
NORTH EASTERN,2020-02-19,4264.305,44.31999999999999,31.78999999999999,17701.079999999994,16271.770000000002,,1364.8,,,
BHUTAN IMP.,2020-02-19,0,7.97,2.73,5922.430000000004,5716.349999999999,,0,,,
NORTHERN,2020-02-20,69213.53,809.7700000000002,692.4700000000004,299316.8100000003,280819.84999999986,,24551.569999999985,,,
WESTERN,2020-02-20,104854.48999999999,1353.4899999999998,1511.6600000000003,440926.87000000017,425811.77999999956,,29957.85,,,
SOUTHERN,2020-02-20,63342.465,767.6899999999998,757.1100000000001,239866.20000000004,220297.37000000008,,19452.665000000005,,,
EASTERN,2020-02-20,40927.49799999999,532.6099999999998,574.9399999999997,181945.24999999988,174296.80000000002,,9081.75,,,
NORTH EASTERN,2020-02-20,4264.305,44.31999999999999,30.210000000000004,17745.4,16301.980000000001,,1913.6999999999998,,,
BHUTAN IMP.,2020-02-20,0,7.97,2.75,5930.400000000005,5719.1,,0,,,
NORTHERN,2020-02-21,69213.53,814.6600000000002,677.4200000000002,300131.47,281497.26999999996,,24345.169999999984,,,
WESTERN,2020-02-21,104854.48999999999,1360.2899999999997,1437.7400000000002,442287.16000000027,427249.5199999999,,30307.85,,,
SOUTHERN,2020-02-21,63342.465,767.6899999999998,727.4200000000004,240633.89000000013,221016.4200000001,,19655.465000000004,,,
EASTERN,2020-02-21,40927.49799999999,532.6099999999998,557.42,182477.85999999996,174854.2199999999,,9061.75,,,
NORTH EASTERN,2020-02-21,4264.305,44.31999999999999,29.22000000000001,17789.719999999994,16331.199999999999,,1836.1,,,
BHUTAN IMP.,2020-02-21,0,7.97,2.8200000000000003,5938.370000000004,5721.92,,0,,,
NORTHERN,2020-02-22,69213.53,814.6600000000002,671.5800000000003,300946.13000000024,282168.8500000001,,25832.569999999985,,,
WESTERN,2020-02-22,104854.48999999999,1364.4199999999998,1452.5699999999993,443651.5800000003,428702.08999999985,,28947.85,,,
SOUTHERN,2020-02-22,63342.465,767.6899999999998,729.8799999999995,241401.58000000013,221746.30000000005,,19774.665000000005,,,
EASTERN,2020-02-22,40927.49799999999,527.9399999999998,554.6600000000003,183005.80000000002,175408.87999999995,,9411.75,,,
NORTH EASTERN,2020-02-22,4264.305,44.31999999999999,29.729999999999986,17834.039999999994,16360.93,,1836.1,,,
BHUTAN IMP.,2020-02-22,0,7.97,2.91,5946.340000000005,5724.83,,0,,,
NORTHERN,2020-02-23,69213.53,814.6600000000002,656.4,301760.7899999999,282825.25,,25971.169999999984,,,
WESTERN,2020-02-23,104854.48999999999,1364.4199999999998,1434.1600000000012,445015.99999999965,430136.25,,29435.85,,,
SOUTHERN,2020-02-23,63342.465,767.6899999999998,699.34,242169.26999999987,222445.6400000001,,20678.665000000005,,,
EASTERN,2020-02-23,40927.49799999999,527.9399999999998,539.7300000000001,183533.74000000014,175948.6099999999,,9061.75,,,
NORTH EASTERN,2020-02-23,4264.305,44.31999999999999,29.78,17878.359999999993,16390.71,,1861.1,,,
BHUTAN IMP.,2020-02-23,0,7.97,3.17,5954.310000000005,5728,,0,,,
NORTHERN,2020-02-24,69213.53,814.6600000000002,695.7399999999999,302575.44999999995,283520.99000000005,,23702.839999999982,,,
WESTERN,2020-02-24,104854.48999999999,1364.4199999999998,1493.7800000000002,446380.41999999987,431630.02999999985,,29778.85,,,
SOUTHERN,2020-02-24,63342.465,767.6899999999998,754.1199999999999,242936.96000000002,223199.7600000001,,20128.665000000005,,,
EASTERN,2020-02-24,40927.49799999999,527.9399999999998,544.6500000000003,184061.67999999996,176493.26000000004,,10047.75,,,
NORTH EASTERN,2020-02-24,4264.305,44.31999999999999,30.229999999999997,17922.68,16420.94,,1806.1,,,
BHUTAN IMP.,2020-02-24,0,7.97,3.1100000000000003,5962.280000000005,5731.11,,0,,,
NORTHERN,2020-02-25,69213.53,814.6600000000002,696.5800000000002,303390.11,284217.5699999999,,24562.499999999985,,,
WESTERN,2020-02-25,104854.48999999999,1364.4199999999998,1496.970000000001,447744.8399999999,433126.9999999999,,30087.85,,,
SOUTHERN,2020-02-25,63342.465,767.6899999999998,785.2700000000003,243704.65,223985.0300000001,,20330.864999999998,,,
EASTERN,2020-02-25,40927.49799999999,527.9399999999998,569.9599999999999,184589.62,177063.2200000001,,9947.75,,,
NORTH EASTERN,2020-02-25,4264.305,44.31999999999999,30.649999999999995,17967,16451.589999999997,,1841.1,,,
BHUTAN IMP.,2020-02-25,0,7.97,3.04,5970.2500000000055,5734.15,,0,,,
NORTHERN,2020-02-26,69213.53,814.6600000000002,714.6299999999999,304204.7700000001,284932.20000000024,,24122.569999999985,,,
WESTERN,2020-02-26,104854.48999999999,1365.4199999999998,1484.4599999999984,449110.26000000036,434611.4600000002,,29390.309999999998,,,
SOUTHERN,2020-02-26,63342.465,767.6899999999998,781.2100000000002,244472.34000000017,224766.24000000014,,20231.865,,,
EASTERN,2020-02-26,40927.49799999999,527.9399999999998,550.66,185117.56000000003,177613.88000000003,,9307.75,,,
NORTH EASTERN,2020-02-26,4264.305,44.31999999999999,31.300000000000004,18011.319999999996,16482.89,,1819.1,,,
BHUTAN IMP.,2020-02-26,0,7.97,3.66,5978.220000000006,5737.8099999999995,,0,,,
NORTHERN,2020-02-27,69213.53,817.2300000000002,696.8699999999999,305022.0000000002,285629.07,,25145.169999999984,,,
WESTERN,2020-02-27,104854.48999999999,1365.4199999999998,1550.4599999999991,450475.6800000001,436114.1799999999,,29207.309999999998,,,
SOUTHERN,2020-02-27,63342.465,767.6899999999998,765.8599999999997,245240.0300000001,225532.1000000001,,18711.065000000002,,,
EASTERN,2020-02-27,40927.49799999999,527.9399999999998,544.9899999999998,185645.49999999988,178158.87000000002,,9759.75,,,
NORTH EASTERN,2020-02-27,4264.305,44.31999999999999,32.769999999999996,18055.640000000003,16515.660000000003,,1840.1,,,
BHUTAN IMP.,2020-02-27,0,7.97,3.69,5986.190000000006,5741.5,,0,,,
NORTHERN,2020-02-28,69213.53,817.2300000000002,687.0999999999999,305839.2299999999,286316.17000000004,,24930.169999999984,,,
WESTERN,2020-02-28,104854.48999999999,1365.4199999999998,1479.36,451841.09999999986,437572.1199999998,,29206.85,,,
SOUTHERN,2020-02-28,63342.465,767.6899999999998,770.4800000000004,246007.72000000003,226294.21000000014,,18029.665000000005,,,
EASTERN,2020-02-28,40927.49799999999,527.9399999999998,544.9100000000001,186173.43999999992,178703.78000000003,,9349.5,,,
NORTH EASTERN,2020-02-28,4264.305,44.31999999999999,31.2,18099.96,16546.859999999993,,1771.6,,,
BHUTAN IMP.,2020-02-28,0,7.97,3.09,5994.160000000006,5744.59,,0,,,
NORTHERN,2020-02-29,69213.53,829.4800000000002,665.4100000000002,306672,286981.57999999996,,26201.569999999985,,,
WESTERN,2020-02-29,104854.48999999999,1384.62,1464.6399999999992,453225,439036.7599999997,,27990.85,,,
SOUTHERN,2020-02-29,63342.465,767.6899999999998,774.1800000000001,246776,227068.39000000022,,19814.665000000005,,,
EASTERN,2020-02-29,40927.49799999999,527.9399999999998,536.7099999999999,186701,179240.49000000002,,9421.75,,,
NORTH EASTERN,2020-02-29,4264.305,44.31999999999999,31.930000000000003,18144,16578.789999999994,,1463.8,,,
BHUTAN IMP.,2020-02-29,0,7.97,2.9699999999999998,6002,5747.5599999999995,,0,,,
NORTHERN,2020-03-01,69213.53,851.01,621.3499999999999,307523.0100000001,287696.78,,26696.169999999984,,,
WESTERN,2020-03-01,104854.48999999999,1407.2300000000014,1374.260000000001,454632.2300000001,440431.0499999999,,27475.85,,,
SOUTHERN,2020-03-01,63342.465,783.73,713.3099999999997,247559.73000000004,227851.59000000008,,21770.865,,,
EASTERN,2020-03-01,40927.49799999999,536.06,505.5399999999999,187237.05999999997,179732.56999999992,,8371.75,,,
NORTH EASTERN,2020-03-01,4264.305,44.650000000000006,35.94,18188.65000000001,16611.87,,1420.8,,,
BHUTAN IMP.,2020-03-01,0,6.970000000000001,4.23,6008.969999999999,5716.219999999999,,0,,,
NORTHERN,2020-03-02,69213.53,857.48,649.2899999999998,308380.4899999999,288346.06999999995,,27490.56999999999,,,
WESTERN,2020-03-02,104854.48999999999,1404.8700000000013,1449.0499999999993,456037.1,441880.0999999999,,27985.85,,,
SOUTHERN,2020-03-02,63342.465,783.73,773.7399999999994,248343.46000000005,228625.3300000001,,19609.265000000003,,,
EASTERN,2020-03-02,40927.49799999999,536.06,552.3600000000002,187773.12000000008,180284.93000000005,,9009.5,,,
NORTH EASTERN,2020-03-02,4264.305,44.650000000000006,36.080000000000005,18233.300000000003,16647.95,,1417.3,,,
BHUTAN IMP.,2020-03-02,0,6.970000000000001,3.08,6015.9400000000005,5719.3,,0,,,
NORTHERN,2020-03-03,69213.53,856.48,681.9700000000003,309236.97000000003,289028.0400000001,,24891.169999999984,,,
WESTERN,2020-03-03,104854.48999999999,1404.8700000000013,1452.7399999999998,457441.9700000002,443332.8399999996,,28825.85,,,
SOUTHERN,2020-03-03,63342.465,783.73,779.4500000000005,249127.19000000024,229404.78000000017,,19799.265000000003,,,
EASTERN,2020-03-03,40927.49799999999,536.06,564.26,188309.18000000002,180849.19,,9139.5,,,
NORTH EASTERN,2020-03-03,4264.305,44.650000000000006,31.370000000000008,18277.949999999997,16679.32,,1834.03,,,
BHUTAN IMP.,2020-03-03,0,6.970000000000001,3.9,6022.91,5723.200000000001,,0,,,
NORTHERN,2020-03-04,69213.53,856.48,669.4700000000003,310093.4500000002,289697.51000000007,,26197.499999999985,,,
WESTERN,2020-03-04,104854.48999999999,1404.8700000000013,1421.1100000000001,458846.8400000001,444753.9499999999,,28600.85,,,
SOUTHERN,2020-03-04,63282.465,783.73,767.7700000000006,249910.92000000007,230172.55000000013,,19977.065000000002,,,
EASTERN,2020-03-04,40927.49799999999,536.06,549.4600000000004,188845.23999999993,181398.64999999994,,8486.5,,,
NORTH EASTERN,2020-03-04,4264.305,44.650000000000006,30.390000000000004,18322.6,16709.71,,1679.1,,,
BHUTAN IMP.,2020-03-04,0,6.970000000000001,3.54,6029.88,5726.74,,0,,,
NORTHERN,2020-03-05,69213.53,860.5200000000001,620.3900000000003,310953.97,290317.9000000001,,28586.169999999984,,,
WESTERN,2020-03-05,104854.48999999999,1404.8700000000013,1405.9200000000008,460251.71,446159.86999999965,,29990.85,,,
SOUTHERN,2020-03-05,63282.465,783.73,778.1300000000002,250694.64999999982,230950.68000000002,,19070.265000000003,,,
EASTERN,2020-03-05,40927.49799999999,536.06,538.6300000000002,189381.2999999999,181937.27999999988,,8706.5,,,
NORTH EASTERN,2020-03-05,4264.305,44.650000000000006,31.019999999999992,18367.250000000004,16740.73,,1744.065,,,
BHUTAN IMP.,2020-03-05,0,6.970000000000001,3.0300000000000002,6036.85,5729.77,,0,,,
NORTHERN,2020-03-06,69213.53,860.5200000000001,607.6999999999997,311814.48999999964,290925.5999999999,,29227.56999999999,,,
WESTERN,2020-03-06,104854.48999999999,1404.8700000000013,1372.6600000000003,461656.5800000002,447532.52999999985,,28591.85,,,
SOUTHERN,2020-03-06,63282.465,783.73,753.0300000000003,251478.37999999995,231703.7100000002,,20072.795,,,
EASTERN,2020-03-06,40927.49799999999,536.06,521.1800000000001,189917.3600000001,182458.46,,9356.5,,,
NORTH EASTERN,2020-03-06,4264.305,44.650000000000006,26.369999999999997,18411.9,16767.1,,1939.065,,,
BHUTAN IMP.,2020-03-06,0,6.970000000000001,3.13,6043.82,5732.9,,0,,,
NORTHERN,2020-03-07,69213.53,860.5200000000001,595.0700000000005,312675.0100000001,291520.67,,28897.56999999999,,,
WESTERN,2020-03-07,104854.48999999999,1408.7500000000014,1405.6599999999999,463065.32999999984,448938.19000000006,,29391.85,,,
SOUTHERN,2020-03-07,63282.465,783.73,767.0699999999999,252262.10999999987,232470.78000000003,,18602.795,,,
EASTERN,2020-03-07,40927.49799999999,536.06,554.5500000000003,190453.42000000007,183013.00999999998,,8591.5,,,
NORTH EASTERN,2020-03-07,4264.305,44.650000000000006,27.04000000000001,18456.550000000003,16794.140000000003,,1939.065,,,
BHUTAN IMP.,2020-03-07,0,6.970000000000001,2.67,6050.790000000001,5735.57,,0,,,
NORTHERN,2020-03-08,69213.53,860.5200000000001,589.2700000000003,313535.5299999998,292109.9399999998,,28136.169999999987,,,
WESTERN,2020-03-08,104854.48999999999,1414.310000000001,1388.880000000002,464479.6399999999,450327.0699999999,,30596.85,,,
SOUTHERN,2020-03-08,63282.465,783.73,718.2300000000002,253045.84000000003,233189.00999999998,,20116.194999999996,,,
EASTERN,2020-03-08,40927.49799999999,536.06,533.2699999999999,190989.48000000016,183546.28,,9616.5,,,
NORTH EASTERN,2020-03-08,4264.305,44.650000000000006,29.230000000000008,18501.199999999997,16823.370000000006,,1679.1,,,
BHUTAN IMP.,2020-03-08,0,6.970000000000001,2.42,6057.76,5737.99,,0,,,
NORTHERN,2020-03-09,69213.53,860.5200000000001,570.8100000000003,314396.0500000004,292680.75000000006,,29786.499999999985,,,
WESTERN,2020-03-09,104854.48999999999,1414.310000000001,1377.2699999999998,465893.9499999999,451704.33999999973,,32019.35,,,
SOUTHERN,2020-03-09,63282.465,783.73,730.6799999999998,253829.57000000015,233919.69,,19503.094999999998,,,
EASTERN,2020-03-09,40927.49799999999,536.06,527.0400000000002,191525.54000000007,184073.32000000007,,9116.5,,,
NORTH EASTERN,2020-03-09,4264.305,44.650000000000006,32.26999999999999,18545.85,16855.64,,1336.8,,,
BHUTAN IMP.,2020-03-09,0,6.970000000000001,3.04,6064.73,5741.030000000001,,0,,,
NORTHERN,2020-03-10,69213.53,860.5200000000001,509.9899999999999,315256.57,293190.7399999999,,30480.499999999985,,,
WESTERN,2020-03-10,104854.48999999999,1414.310000000001,1184.9600000000007,467308.25999999995,452884.7899999997,,34299.35,,,
SOUTHERN,2020-03-10,63282.465,783.73,717.1700000000001,254613.29999999978,234636.85999999996,,19597.094999999998,,,
EASTERN,2020-03-10,40927.49799999999,536.06,468.9899999999999,192061.5999999999,184542.30999999997,,7931.5,,,
NORTH EASTERN,2020-03-10,4264.305,44.650000000000006,32.309999999999995,18590.499999999996,16887.95,,1689.065,,,
BHUTAN IMP.,2020-03-10,0,6.970000000000001,3.43,6071.700000000001,5744.46,,0,,,
NORTHERN,2020-03-11,69213.53,860.5200000000001,510.96,316117.08999999973,293701.70000000007,,32129.169999999987,,,
WESTERN,2020-03-11,104854.48999999999,1403.6100000000013,1220.0900000000004,468711.8699999996,454104.8799999998,,34619.35,,,
SOUTHERN,2020-03-11,63282.465,783.73,753.4500000000004,255397.02999999988,235390.3100000001,,19658.694999999996,,,
EASTERN,2020-03-11,40927.49799999999,526.06,522.0999999999998,192587.66,185064.4100000001,,8331.5,,,
NORTH EASTERN,2020-03-11,4264.305,44.650000000000006,30.350000000000005,18635.150000000005,16918.300000000007,,1718.96,,,
BHUTAN IMP.,2020-03-11,0,6.970000000000001,3.0100000000000002,6078.67,5747.469999999999,,0,,,
NORTHERN,2020-03-12,69213.53,845.4900000000001,530.6499999999999,316962.5800000002,294232.3500000002,,31634.769999999986,,,
WESTERN,2020-03-12,104854.48999999999,1403.6100000000013,1319.129999999999,470115.48,455424.00999999966,,34027.35,,,
